suicides/100k pop,HDI for year,suicides_no
4.98,,207
1.9,,72
1.79,,46
1.46,,87
1.29,,54
0.79,,32
0.52,,3
15.54,0.706,65
11.54,0.706,436
11.23,0.706,480
9.63,0.706,225
8.2,0.706,463
4.5,0.706,187
2.03,0.706,78
1.19,0.706,72
0.98,0.706,41
0.97,0.706,39
0.84,0.706,5
0.59,0.706,16
13.75,0.713,60
10.54,0.713,450
9.95,0.713,382
9.45,0.713,231
8.67,0.713,498
3.83,0.713,159
1.77,0.713,69
1.41,0.713,87
1.03,0.713,29
0.98,0.713,41
0.85,0.713,34
0.65,0.713,4
15.21,0.715,69
11.42,0.715,486
10.59,0.715,412
10.41,0.715,266
7.78,0.715,455
3.65,0.715,151
1.85,0.715,73
1.39,0.715,41
1.33,0.715,83
1.06,0.715,44
0.93,0.715,6
0.83,0.715,33
14.68,0.718,69
10.62,0.718,450
9.73,0.718,260
9.69,0.718,381
7.77,0.718,462
3.43,0.718,141
2.04,0.718,81
1.59,0.718,101
1.33,0.718,41
0.99,0.718,41
0.91,0.718,36
0.75,0.718,5
17.07,0.72,83
11.38,0.72,480
10.12,0.72,283
9.96,0.72,395
7.89,0.72,477
3.23,0.72,132
2.05,0.72,82
1.34,0.72,43
1.27,0.72,82
0.9,0.72,37
0.72,0.72,5
0.69,0.72,27
16.33,,82
11.27,,473
10.83,,317
9.49,,379
9.12,,560
4.32,,176
2.75,,111
1.46,,96
1.4,,10
1.34,,45
1.13,,44
0.96,,39
14.68,0.623,32
14.61,0.623,32
13.19,0.623,12
11.55,0.623,33
7.69,0.623,1
2.91,0.623,8
1.4,0.623,3
1.39,0.623,3
1.03,0.623,1
0.66,0.623,2
0.35,0.623,1
0.0,0.623,0
22.56,,3
21.48,,48
21.44,,20
11.58,,26
6.82,,20
2.48,,7
1.01,,1
0.91,,2
0.9,,2
0.34,,1
0.32,,1
0.0,,0
35.71,,5
14.52,,34
12.34,,29
7.17,,22
7.16,,7
3.48,,8
2.37,,7
2.16,,5
0.65,,2
0.0,,0
0.0,,0
0.0,,0
27.97,,4
20.39,,49
13.94,,14
13.26,,32
6.98,,22
2.64,,8
2.54,,6
1.26,,3
0.0,,0
0.0,,0
0.0,,0
0.0,,0
19.31,,50
17.43,,19
15.15,,40
12.5,,2
7.85,,23
4.26,,12
3.44,,9
2.79,,7
0.87,,1
0.6,,2
0.57,,2
0.0,,0
26.32,0.652,5
17.75,0.652,49
13.27,0.652,15
11.9,0.652,35
11.61,0.652,31
4.2,0.652,1
2.2,0.652,6
1.77,0.652,5
1.68,0.652,2
1.16,0.652,3
1.12,0.652,4
0.29,0.652,1
14.19,,41
13.68,,16
11.31,,31
10.53,,2
5.03,,15
3.5,,10
2.09,,6
1.12,,3
0.27,,1
0.0,,0
0.0,,0
0.0,,0
15.81,,48
14.85,,3
12.35,,15
10.68,,30
9.3,,28
4.4,,12
1.73,,5
1.56,,2
1.33,,4
0.53,,2
0.0,,0
0.0,,0
37.56,,8
14.76,,47
14.33,,18
13.26,,38
8.5,,26
3.24,,9
2.86,,9
2.27,,3
2.05,,6
0.0,,0
0.0,,0
0.0,,0
22.42,,5
13.18,,44
12.38,,36
11.55,,15
9.63,,30
3.35,,10
3.2,,9
2.19,,3
2.12,,7
0.77,,3
0.0,,0
0.0,,0
17.11,0.682,62
14.68,0.682,45
13.54,0.682,19
11.79,0.682,40
8.4,0.682,2
4.03,0.682,13
3.08,0.682,11
2.73,0.682,4
2.36,0.682,7
1.21,0.682,5
0.25,0.682,1
0.0,0.682,0
27.1,,8
19.98,,60
14.65,,47
12.46,,49
12.15,,19
3.52,,11
2.01,,6
1.21,,2
1.02,,4
0.5,,2
0.26,,1
0.0,,0
17.25,,28
16.14,,5
12.93,,39
12.65,,42
9.74,,40
4.34,,14
2.47,,1
1.46,,6
1.33,,4
1.23,,5
0.58,,1
0.51,,2
21.57,,7
18.2,,55
15.86,,68
14.22,,24
12.22,,42
2.65,,8
2.36,,1
1.8,,6
1.17,,5
0.97,,4
0.56,,1
0.51,,2
17.92,,80
17.16,,52
15.35,,27
14.72,,5
12.94,,46
2.32,,8
1.98,,6
1.34,,6
1.08,,2
0.25,,1
0.0,,0
0.0,,0
16.89,0.704,6
16.62,0.704,77
16.41,0.704,50
14.46,0.704,53
13.07,0.704,24
3.6,0.704,11
2.15,0.704,1
1.97,0.704,7
1.56,0.704,3
1.07,0.704,5
0.25,0.704,1
0.24,0.704,1
18.63,,7
14.35,,44
12.75,,61
11.48,,22
8.51,,32
2.93,,9
2.47,,9
2.04,,1
1.66,,8
0.96,,4
0.25,,1
0.0,,0
20.19,,8
17.45,,54
17.06,,84
15.07,,58
13.98,,28
4.84,,18
2.58,,8
1.81,,9
1.43,,3
0.96,,4
0.25,,1
0.0,,0
31.18,,13
18.62,,39
17.99,,91
17.55,,55
15.78,,62
7.38,,28
2.88,,9
2.15,,11
1.37,,3
0.5,,2
0.48,,2
0.0,,0
20.06,,104
19.19,,42
18.84,,60
17.01,,68
11.43,,5
3.15,,10
3.11,,12
2.63,,6
2.29,,12
1.77,,1
0.76,,3
0.48,,2
18.48,0.723,98
15.34,0.723,35
14.77,0.723,48
10.85,0.723,44
8.73,0.723,4
3.58,0.723,14
2.97,0.723,16
2.17,0.723,7
0.84,0.723,2
0.51,0.723,2
0.49,0.723,2
0.0,0.723,0
22.7,,123
18.32,,61
15.62,,37
15.33,,63
10.36,,5
4.54,,18
3.21,,2
3.03,,10
2.54,,14
2.43,,6
1.47,,6
1.28,,5
16.3,,90
15.49,,53
13.03,,32
11.09,,46
7.9,,4
5.0,,20
3.26,,11
1.6,,9
1.17,,3
0.26,,1
0.25,,1
0.0,,0
17.97,,101
12.46,,52
12.19,,31
10.79,,38
7.55,,4
2.94,,2
2.24,,9
1.88,,5
1.75,,10
1.73,,6
0.52,,2
0.25,,1
16.57,,60
15.05,,86
12.17,,51
12.12,,32
10.83,,6
2.81,,10
2.73,,11
2.23,,13
1.81,,5
0.8,,3
0.25,,1
0.0,,0
19.92,0.75,74
18.24,0.75,106
13.09,0.75,36
12.09,0.75,7
9.52,0.75,40
3.29,0.75,12
2.7,0.75,16
2.47,0.75,10
1.74,0.75,5
1.29,0.75,5
0.0,0.75,0
0.0,0.75,0
18.95,0.756,72
14.82,0.756,9
14.42,0.756,85
14.01,0.756,40
12.38,0.756,52
4.95,0.756,20
2.67,0.756,8
2.33,0.756,14
2.15,0.756,8
1.31,0.756,5
1.29,0.756,1
0.55,0.756,2
15.7,0.761,94
14.18,0.761,55
13.83,0.761,58
13.45,0.761,40
12.57,0.761,8
2.62,0.761,16
2.48,0.761,10
1.92,0.761,6
1.85,0.761,7
1.33,0.761,5
0.83,0.761,3
0.0,0.761,0
18.97,0.764,75
18.0,0.764,12
15.79,0.764,49
13.49,0.764,82
11.47,0.764,48
2.85,0.764,11
2.1,0.764,13
1.99,0.764,8
1.61,0.764,6
1.53,0.764,5
1.18,0.764,1
0.28,0.764,1
14.2,0.766,46
12.32,0.766,76
12.19,0.766,49
10.33,0.766,43
8.61,0.766,6
3.06,0.766,12
3.0,0.766,12
2.26,0.766,2
1.75,0.766,11
1.47,0.766,5
0.85,0.766,3
0.81,0.766,3
104.76,0.694,77
51.65,0.694,216
34.26,0.694,226
26.39,0.694,39
24.99,0.694,89
21.86,0.694,73
18.2,0.694,99
10.0,0.694,65
6.0,0.694,21
5.28,0.694,17
1.83,0.694,6
0.32,0.694,1
99.86,,72
69.52,,270
37.6,,221
27.68,,40
26.31,,90
25.71,,80
22.12,,115
10.92,,65
6.51,,22
6.0,,18
1.57,,5
0.99,,3
88.44,,65
68.05,,269
37.39,,55
37.29,,223
22.73,,72
17.58,,93
17.23,,60
9.74,,59
8.43,,29
5.24,,16
0.93,,3
0.65,,2
107.88,,78
70.42,,274
40.09,,236
29.72,,43
27.14,,93
25.35,,132
19.56,,61
12.57,,75
5.31,,18
4.66,,14
0.94,,3
0.66,,2
104.48,,77
57.06,,225
41.09,,245
27.89,,41
26.79,,93
25.02,,132
22.48,,71
11.58,,70
4.93,,15
4.08,,14
1.55,,5
0.33,,1
104.05,0.749,77
60.37,0.749,229
43.51,0.749,249
34.58,0.749,50
23.13,0.749,77
19.54,0.749,99
18.83,0.749,57
11.04,0.749,64
3.65,0.749,12
3.08,0.749,9
0.97,0.749,3
0.0,0.749,0
92.08,,67
54.07,,228
36.01,,231
25.01,,41
24.28,,72
19.17,,101
17.83,,55
8.72,,56
5.8,,17
3.04,,9
1.13,,3
0.4,,1
107.97,,84
52.93,,226
31.29,,54
30.73,,199
27.56,,82
17.19,,53
16.6,,88
8.31,,54
7.15,,21
4.39,,13
0.0,,0
0.0,,0
97.56,,80
55.65,,239
35.04,,227
22.07,,66
20.75,,37
18.63,,57
16.76,,89
7.22,,47
3.4,,10
3.07,,9
1.14,,3
0.4,,1
125.28,,111
52.46,,227
33.21,,214
23.17,,43
19.52,,59
16.36,,87
10.26,,31
9.87,,64
5.73,,17
4.82,,14
1.16,,3
0.4,,1
85.1,0.782,78
56.55,0.782,247
35.28,0.782,227
23.61,0.782,45
18.95,0.782,58
14.22,0.782,76
13.09,0.782,39
10.5,0.782,68
8.35,0.782,25
3.14,0.782,9
0.78,0.782,2
0.0,0.782,0
81.48,,79
40.41,,178
32.36,,207
24.26,,48
18.7,,58
16.85,,90
16.67,,49
10.4,,67
3.9,,11
1.98,,6
0.79,,2
0.42,,1
83.61,,85
46.4,,206
31.05,,198
21.99,,45
16.66,,52
15.74,,84
11.75,,34
7.0,,45
3.97,,11
3.62,,11
0.85,,2
0.81,,2
108.98,,115
44.39,,200
31.91,,202
22.79,,48
15.6,,49
14.04,,40
13.42,,72
7.37,,47
2.95,,9
2.57,,7
1.24,,3
0.43,,1
97.18,,107
43.72,,199
35.0,,220
24.47,,53
16.15,,45
13.92,,44
11.71,,63
7.09,,45
2.29,,7
1.5,,4
1.26,,3
0.0,,0
86.69,0.807,99
46.55,0.807,215
29.9,0.807,186
20.75,0.807,46
14.66,0.807,40
13.9,0.807,44
13.84,0.807,75
7.97,0.807,50
4.97,0.807,13
2.29,0.807,7
0.45,0.807,1
0.0,0.807,0
80.49,0.814,95
40.24,0.814,188
24.0,0.814,148
20.04,0.814,63
19.03,0.814,43
12.47,0.814,68
8.9,0.814,24
8.36,0.814,52
3.62,0.814,11
3.09,0.814,8
0.87,0.814,2
0.0,0.814,0
80.75,0.817,99
44.46,0.817,207
34.01,0.817,201
19.81,0.817,46
17.33,0.817,51
13.63,0.817,35
13.47,0.817,73
7.07,0.817,42
4.59,0.817,13
2.04,0.817,5
1.37,0.817,3
0.48,0.817,1
67.38,0.817,85
37.09,0.817,174
31.66,0.817,186
20.22,0.817,59
16.1,0.817,41
14.76,0.817,35
8.82,0.817,48
8.14,0.817,48
3.2,0.817,9
2.47,0.817,6
0.46,0.817,1
0.0,0.817,0
75.07,0.818,97
40.73,0.818,193
28.65,0.818,167
17.44,0.818,42
14.71,0.818,37
14.62,0.818,42
12.97,0.818,71
8.39,0.818,49
5.0,0.818,12
3.97,0.818,11
0.49,0.818,1
0.0,0.818,0
78.85,,104
43.43,,207
26.94,,155
23.01,,56
14.63,,41
13.73,,34
13.66,,75
8.85,,51
2.58,,7
2.54,,6
0.99,,2
0.47,,1
77.31,,104
38.94,,187
25.57,,146
17.49,,48
16.26,,40
12.51,,69
12.38,,30
8.24,,47
2.6,,6
2.26,,6
120.3,,227
53.19,,347
34.64,,70
31.39,,210
30.16,,376
22.2,,231
21.49,,214
20.03,,256
18.49,,183
15.11,,164
2.09,,16
0.62,,5
133.23,,257
57.36,,382
40.23,,84
38.25,,262
29.55,,371
23.5,,245
19.7,,254
17.85,,178
17.37,,179
14.62,,152
0.9,,7
0.37,,3
125.19,,246
58.87,,401
32.59,,229
31.44,,399
28.39,,61
23.26,,252
18.0,,235
15.98,,152
14.65,,156
14.32,,142
0.5,,4
0.12,,1
124.37,0.653,248
53.33,0.653,372
30.92,0.653,68
28.95,0.653,374
24.78,0.653,276
23.68,0.653,171
18.12,0.653,241
17.87,0.653,162
14.77,0.653,161
14.61,0.653,138
1.24,0.653,10
0.12,0.653,1
113.21,,228
48.11,,344
30.42,,403
27.26,,61
21.98,,249
21.13,,157
14.73,,201
14.24,,128
13.11,,113
10.95,,121
0.86,,7
0.23,,2
118.17,,240
49.06,,353
32.41,,446
25.76,,65
21.56,,246
21.48,,162
16.01,,216
13.17,,111
9.64,,107
8.84,,72
0.72,,6
0.58,,5
123.49,,253
53.72,,395
28.92,,413
28.07,,72
22.36,,172
20.52,,232
15.32,,215
12.99,,104
11.08,,86
9.81,,108
0.46,,4
0.24,,2
109.56,,226
48.56,,365
33.41,,495
24.0,,267
23.19,,182
22.65,,59
14.17,,109
12.47,,182
8.56,,64
8.49,,92
0.6,,5
0.46,,4
98.28,0.685,204
41.34,0.685,318
28.16,0.685,432
22.81,0.685,248
20.79,0.685,55
18.35,0.685,147
13.84,0.685,104
11.56,0.685,175
9.82,0.685,104
6.98,0.685,51
0.47,0.685,4
0.37,0.685,3
90.6,,192
42.52,,333
24.31,,385
20.11,,212
16.33,,133
16.29,,44
10.19,,76
9.38,,147
7.2,,74
6.62,,48
0.59,,5
0.37,,3
91.65,,198
36.46,,291
24.49,,400
22.86,,63
18.62,,189
14.49,,120
9.89,,160
9.01,,68
8.49,,84
3.96,,29
0.38,,3
0.12,,1
88.22,,194
35.48,,289
24.03,,404
17.9,,174
16.02,,45
14.34,,121
7.92,,132
7.9,,61
4.54,,43
4.15,,31
0.49,,4
0.13,,1
83.71,,187
39.13,,326
24.1,,416
16.07,,149
14.74,,127
13.98,,40
7.88,,135
7.72,,61
4.87,,44
3.02,,23
0.63,,5
0.27,,2
84.34,0.73,191
31.49,0.73,269
21.9,0.73,387
16.15,0.73,47
15.42,0.73,136
13.26,0.73,117
6.97,0.73,56
6.49,0.73,114
4.66,0.73,36
3.96,0.73,34
0.89,0.73,7
0.41,0.73,3
87.51,,205
36.33,,318
21.51,,388
16.45,,138
12.95,,39
10.07,,91
6.38,,52
5.46,,98
3.31,,27
2.18,,17
0.26,,2
0.14,,1
77.05,,186
36.57,,329
20.15,,370
15.78,,49
13.2,,105
9.36,,87
5.96,,49
5.09,,93
2.84,,22
1.91,,15
0.27,,2
0.0,,0
80.16,,199
34.57,,320
21.85,,407
13.6,,130
11.77,,89
11.57,,37
6.19,,51
5.34,,99
3.06,,24
2.45,,18
0.29,,2
0.14,,1
82.21,,210
33.46,,318
22.71,,428
16.79,,122
13.35,,44
13.34,,131
7.54,,62
6.55,,123
3.26,,23
1.54,,12
0.44,,3
0.14,,1
78.23,0.778,206
38.45,0.778,374
25.05,0.778,476
14.36,0.778,102
14.12,0.778,142
11.75,0.778,40
8.2,0.778,67
5.54,0.778,105
2.47,0.778,17
2.33,0.778,18
1.06,0.778,7
0.57,0.778,4
86.34,0.776,236
34.92,0.776,345
23.09,0.776,441
15.97,0.776,113
14.2,0.776,50
12.03,0.776,123
9.27,0.776,75
5.57,0.776,106
2.91,0.776,20
1.71,0.776,13
0.58,0.776,4
0.46,0.776,3
86.45,0.772,245
35.68,0.772,357
21.53,0.772,412
15.03,0.772,108
14.28,0.772,52
10.31,0.772,107
8.93,0.772,71
4.93,0.772,94
3.35,0.772,25
2.3,0.772,16
0.89,0.772,6
0.32,0.772,2
73.62,0.768,216
39.54,0.768,401
22.81,0.768,436
13.02,0.768,49
13.01,0.768,96
10.54,0.768,111
6.04,0.768,47
4.94,0.768,94
2.8,0.768,20
2.74,0.768,20
0.76,0.768,5
0.64,0.768,4
72.91,0.769,221
33.64,0.769,348
21.53,0.769,409
13.13,0.769,51
12.8,0.769,97
10.79,0.769,116
8.14,0.769,62
5.66,0.769,107
2.67,0.769,19
1.64,0.769,12
1.39,0.769,9
0.33,0.769,2
82.23,,257
37.02,,394
22.24,,418
13.97,,56
10.6,,82
9.4,,104
7.52,,56
5.45,,102
2.81,,21
2.44,,17
0.63,,4
0.0,,0
1.57,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
6.76,0.8,5
1.6,0.8,2
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
0.0,0.8,0
3.31,,2
3.05,,3
1.85,,1
0.96,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
6.38,0.83,4
4.45,0.83,3
4.03,0.83,4
3.86,0.83,2
3.33,0.83,2
1.74,0.83,1
0.95,0.83,1
0.0,0.83,0
0.0,0.83,0
0.0,0.83,0
0.0,0.83,0
0.0,0.83,0
7.71,,5
7.43,,4
4.33,,3
2.8,,3
2.0,,2
1.74,,1
1.63,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
0.0,,0
11.18,,2
7.17,,4
4.74,,3
4.46,,3
3.37,,2
2.94,,3
1.4,,1
0.91,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
15.38,,16
11.97,,7
10.85,,2
4.81,,3
4.63,,3
4.43,,5
4.29,,3
2.71,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
15.78,,3
9.73,,6
7.56,,5
6.61,,7
5.5,,4
3.88,,1
3.44,,4
3.03,,2
0.0,,0
0.0,,0
0.0,,0
0.0,,0
15.25,0.848,3
10.75,0.848,7
9.26,0.848,7
8.39,0.848,9
5.96,0.848,4
4.65,0.848,3
3.36,0.848,4
1.26,0.848,1
0.0,0.848,0
0.0,0.848,0
0.0,0.848,0
0.0,0.848,0
11.03,0.852,12
10.38,0.852,8
10.36,0.852,2
4.46,0.852,3
3.86,0.852,1
2.45,0.852,3
1.24,0.852,1
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
12.75,0.852,9
12.66,0.852,14
9.09,0.852,6
6.27,0.852,5
1.33,0.852,1
0.8,0.852,1
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
0.0,0.852,0
14.05,0.85,3
12.72,0.85,8
12.21,0.85,10
11.34,0.85,8
9.95,0.85,11
3.18,0.85,4
1.16,0.85,1
0.0,0.85,0
0.0,0.85,0
0.0,0.85,0
0.0,0.85,0
0.0,0.85,0
12.06,0.85,13
11.67,0.85,8
8.46,0.85,7
5.74,0.85,5
5.53,0.85,4
5.07,0.85,3
4.47,0.85,1
3.28,0.85,2
0.82,0.85,1
0.0,0.85,0
0.0,0.85,0
0.0,0.85,0
10.76,,9
10.37,,7
9.4,,10
8.58,,5
3.41,,3
2.83,,2
2.52,,3
1.72,,1
0.0,,0
0.0,,0
0.0,,0
0.0,,0
14.03,,15
8.61,,5
8.33,,2
8.19,,7
2.93,,2
2.55,,3
1.4,,1
1.11,,1
0.0,,0
0.0,,0
110.49,0.761,198
48.08,0.761,385
40.16,0.761,571
35.37,0.761,129
24.65,0.761,176
19.27,0.761,196
12.64,0.761,99
10.51,0.761,150
7.75,0.761,53
4.55,0.761,34
0.62,0.761,5
0.13,0.761,1
98.13,,168
45.34,,365
38.68,,554
29.47,,104
25.39,,176
16.68,,171
14.46,,116
10.87,,157
6.73,,45
4.31,,33
1.81,,14
0.14,,1
102.23,,165
48.58,,394
42.84,,623
30.79,,104
25.09,,172
15.83,,164
14.78,,122
11.19,,164
7.88,,52
2.79,,22
1.21,,9
0.0,,0
101.77,,155
43.33,,355
40.22,,592
34.12,,110
23.31,,159
16.4,,139
14.77,,155
10.73,,159
7.01,,46
4.32,,35
1.66,,12
0.0,,0
101.35,,150
40.36,,333
35.21,,522
33.12,,104
25.8,,177
17.1,,148
16.65,,176
11.86,,177
6.22,,41
3.74,,31
1.57,,11
0.3,,2
87.53,0.785,132
35.26,0.785,524
33.8,0.785,280
30.56,0.785,97
25.87,0.785,180
18.4,0.785,161
14.19,0.785,150
9.24,0.785,138
4.18,0.785,35
3.74,0.785,25
1.02,0.785,7
0.61,0.785,4
89.06,,140
32.82,,488
31.98,,266
23.51,,77
22.87,,162
16.25,,142
11.1,,117
7.84,,117
3.83,,26
2.87,,24
1.19,,8
0.16,,1
73.81,,122
39.83,,333
36.98,,550
22.78,,165
17.9,,61
15.71,,136
10.08,,106
8.98,,134
4.61,,32
2.54,,21
0.75,,5
0.16,,1
73.2,,127
37.24,,554
32.75,,277
24.11,,179
18.32,,65
14.83,,126
11.01,,116
7.38,,110
3.81,,31
2.81,,20
0.76,,5
0.48,,3
85.05,,154
35.09,,302
34.2,,509
22.72,,173
18.47,,68
17.46,,144
8.86,,94
7.19,,107
4.39,,32
3.04,,24
0.46,,3
0.0,,0
72.92,0.821,137
36.62,0.821,546
33.59,0.821,294
22.21,0.821,174
17.43,0.821,139
16.57,0.821,63
10.56,0.821,113
8.07,0.821,120
3.46,0.821,26
3.27,0.821,25
1.27,0.821,8
0.67,0.821,4
74.06,,142
37.46,,558
31.74,,285
21.25,,172
17.07,,133
14.7,,57
8.73,,129
8.49,,92
3.88,,30
2.55,,19
0.65,,4
0.34,,2
71.2,,140
35.52,,518
30.61,,282
21.98,,180
16.96,,67
12.19,,91
7.78,,86
7.44,,108
3.81,,30
3.64,,26
0.84,,5
0.18,,1
78.1,,158
39.69,,572
32.34,,307
24.46,,206
18.34,,74
15.96,,116
8.87,,127
8.77,,99
3.58,,29
3.17,,22
1.05,,6
0.55,,3
58.05,,121
37.76,,540
32.57,,317
22.37,,193
15.55,,110
15.05,,62
8.26,,95
6.98,,99
2.89,,24
2.07,,14
0.9,,5
0.57,,3
52.47,0.847,113
36.15,0.847,516
34.77,0.847,347
23.69,0.847,208
12.23,0.847,85
11.88,0.847,50
7.74,0.847,109
7.0,0.847,82
3.92,0.847,33
2.41,0.847,16
0.75,0.847,4
0.39,0.847,2
56.24,,125
32.17,,459
29.23,,299
17.52,,155
14.62,,101
9.53,,41
7.54,,90
6.78,,95
2.37,,20
1.82,,12
0.58,,3
0.0,,0
47.6,,109
30.74,,322
30.68,,440
19.8,,176
14.49,,100
11.17,,49
5.92,,72
5.21,,73
2.48,,21
2.29,,15
0.4,,2
0.0,,0
58.11,,137
29.78,,434
27.05,,291
18.16,,162
13.86,,96
8.29,,37
6.76,,84
6.23,,88
3.8,,32
2.14,,14
0.61,,3
0.22,,1
56.19,,135
32.15,,476
30.63,,337
22.61,,199
11.82,,81
9.32,,42
6.16,,78
5.53,,79
2.48,,16
2.18,,18
0.42,,2
0.22,,1
47.28,0.863,115
35.13,0.863,394
31.55,0.863,473
19.57,0.863,168
14.12,0.863,94
8.82,0.863,40
6.52,0.863,84
6.02,0.863,87
3.23,0.863,26
3.17,0.863,20
0.21,0.863,1
0.0,0.863,0
47.97,0.866,118
36.8,0.866,424
32.94,0.866,500
21.13,0.866,173
18.98,0.866,120
9.45,0.866,43
5.9,0.866,86
5.87,0.866,77
3.63,0.866,28
3.16,0.866,19
0.41,0.866,2
0.0,0.866,0
58.65,0.867,146
36.66,0.867,430
35.0,0.867,538
22.48,0.867,179
13.78,0.867,84
9.85,0.867,45
7.95,0.867,106
6.39,0.867,94
2.93,0.867,22
1.72,0.867,10
0.61,0.867,3
0.21,0.867,1
51.08,0.868,129
33.59,0.868,399
31.16,0.868,485
21.73,0.868,168
18.4,0.868,108
7.84,0.868,36
7.26,0.868,108
6.83,0.868,92
4.11,0.868,30
2.68,0.868,15
0.98,0.868,5
0.41,0.868,2
47.79,0.87,123
30.39,0.87,364
29.55,0.87,467
20.87,0.87,157
14.85,0.87,84
11.64,0.87,54
7.89,0.87,107
6.23,0.87,94
3.65,0.87,26
2.04,0.87,11
0.2,0.87,1
0.19,0.87,1
54.84,,145
31.02,,373
25.21,,404
20.48,,151
10.61,,58
9.34,,44
5.89,,80
5.63,,86
3.65,,19
2.86,,20
0.97,,5
0.37,,2
51.16,,140
26.45,,319
23.86,,386
18.79,,137
14.78,,78
6.33,,86
5.9,,91
5.2,,25
4.91,,34
4.38,,22
67.58,,89
42.17,,189
36.92,,279
30.36,,70
20.53,,85
20.0,,100
15.44,,113
10.25,,37
5.86,,23
3.76,,13
0.35,,1
0.0,,0
63.67,0.83,85
40.04,0.83,180
27.02,0.83,63
26.76,0.83,204
26.09,0.83,108
20.47,0.83,102
14.61,0.83,108
13.21,0.83,47
4.58,0.83,18
2.34,0.83,8
0.34,0.83,1
0.0,0.83,0
70.79,,95
37.58,,170
30.58,,236
20.07,,47
19.95,,83
15.38,,115
14.24,,71
13.2,,46
5.06,,20
2.38,,8
0.33,,1
0.0,,0
69.42,,94
32.29,,148
24.58,,191
19.46,,46
18.94,,79
17.56,,88
13.33,,45
11.15,,84
5.54,,22
5.21,,17
0.98,,3
0.0,,0
54.17,,74
30.12,,235
25.22,,118
20.28,,84
15.99,,38
14.57,,74
10.44,,79
10.37,,34
4.04,,16
2.84,,9
0.64,,2
0.0,,0
46.6,,64
31.44,,151
27.32,,214
22.26,,91
13.74,,71
12.54,,40
10.91,,26
9.74,,74
5.34,,21
2.27,,7
0.93,,3
0.0,,0
52.0,0.862,72
28.67,0.862,142
27.81,0.862,218
17.54,0.862,42
15.13,0.862,61
12.56,0.862,39
10.23,0.862,54
9.73,0.862,74
4.11,0.862,16
2.99,0.862,9
0.3,0.862,1
0.0,0.862,0
58.72,,82
26.03,,204
24.01,,123
20.02,,48
15.31,,83
14.7,,58
12.49,,38
9.58,,73
2.37,,7
2.35,,9
0.59,,2
0.0,,0
54.79,,77
26.48,,140
23.19,,182
17.57,,42
16.67,,64
13.24,,40
11.33,,63
8.26,,63
2.93,,11
2.05,,6
0.0,,0
0.0,,0
51.75,,73
26.27,,206
23.79,,129
12.75,,48
10.93,,26
10.39,,59
7.98,,24
5.63,,43
5.15,,19
2.06,,6
0.0,,0
0.0,,0
48.49,,69
22.99,,180
22.58,,125
16.22,,60
11.41,,66
10.93,,33
9.69,,23
9.31,,71
5.21,,19
3.78,,11
0.6,,2
0.57,,2
57.91,0.902,83
24.61,0.902,139
20.22,0.902,158
16.05,0.902,38
14.56,0.902,53
10.37,0.902,61
7.61,0.902,58
6.88,0.902,21
2.78,0.902,10
2.39,0.902,7
0.85,0.902,3
0.0,0.902,0
54.51,,79
26.95,,155
20.57,,161
14.61,,52
11.87,,71
10.57,,25
7.69,,24
7.47,,57
4.24,,15
3.02,,9
0.3,,1
0.28,,1
40.33,,59
21.22,,124
18.42,,145
16.13,,56
13.99,,33
9.24,,71
9.07,,55
4.69,,15
4.34,,15
1.96,,6
0.57,,2
0.0,,0
41.94,,62
21.33,,127
19.01,,150
14.06,,48
11.47,,27
10.22,,63
9.86,,76
9.08,,30
2.65,,9
2.54,,8
0.6,,2
0.29,,1
42.62,,64
27.3,,165
23.53,,186
13.6,,32
10.72,,36
8.31,,52
7.06,,24
5.56,,43
3.89,,13
1.23,,4
0.58,,2
0.3,,1
39.81,0.908,61
23.16,0.908,142
17.94,0.908,142
13.04,0.908,43
9.31,0.908,22
8.82,0.908,56
8.24,0.908,64
4.87,0.908,17
3.0,0.908,10
1.83,0.908,6
0.0,0.908,0
0.0,0.908,0
30.6,0.92,48
23.89,0.92,189
22.35,0.92,139
10.72,0.92,35
9.25,0.92,22
8.86,0.92,57
7.3,0.92,26
6.42,0.92,50
3.71,0.92,12
3.23,0.92,11
0.0,0.92,0
0.0,0.92,0
41.55,0.921,67
26.52,0.921,209
24.28,0.921,153
10.9,0.921,71
9.49,0.921,31
9.1,0.921,33
7.89,0.921,19
7.47,0.921,58
3.41,0.921,11
2.31,0.921,8
0.29,0.921,1
0.0,0.921,0
37.35,0.923,62
24.62,0.923,157
22.16,0.923,174
10.25,0.923,25
10.06,0.923,33
